The Absolute Way;Relative Way;Class
C:/Users/User/nuck figgers/dataset_another/cat_0240.jpg;dataset_another/cat_0240.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0241.jpg;dataset_another/cat_0241.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0242.jpg;dataset_another/cat_0242.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0243.jpg;dataset_another/cat_0243.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0244.jpg;dataset_another/cat_0244.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0245.jpg;dataset_another/cat_0245.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0246.jpg;dataset_another/cat_0246.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0247.jpg;dataset_another/cat_0247.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0248.jpg;dataset_another/cat_0248.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0249.jpg;dataset_another/cat_0249.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0250.jpg;dataset_another/cat_0250.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0251.jpg;dataset_another/cat_0251.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0252.jpg;dataset_another/cat_0252.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0253.jpg;dataset_another/cat_0253.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0254.jpg;dataset_another/cat_0254.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0255.jpg;dataset_another/cat_0255.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0256.jpg;dataset_another/cat_0256.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0257.jpg;dataset_another/cat_0257.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0258.jpg;dataset_another/cat_0258.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0259.jpg;dataset_another/cat_0259.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0260.jpg;dataset_another/cat_0260.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0261.jpg;dataset_another/cat_0261.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0262.jpg;dataset_another/cat_0262.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0263.jpg;dataset_another/cat_0263.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0264.jpg;dataset_another/cat_0264.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0265.jpg;dataset_another/cat_0265.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0266.jpg;dataset_another/cat_0266.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0267.jpg;dataset_another/cat_0267.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0268.jpg;dataset_another/cat_0268.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0269.jpg;dataset_another/cat_0269.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0270.jpg;dataset_another/cat_0270.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0271.jpg;dataset_another/cat_0271.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0272.jpg;dataset_another/cat_0272.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0273.jpg;dataset_another/cat_0273.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0274.jpg;dataset_another/cat_0274.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0275.jpg;dataset_another/cat_0275.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0276.jpg;dataset_another/cat_0276.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0277.jpg;dataset_another/cat_0277.jpg;cat
C:/Users/User/nuck figgers/dataset_another/cat_0278.jpg;dataset_another/cat_0278.jpg;cat
