The Absolute Way;Relative Way;Class
C:/Users/User/nuck figgers/dataset_random/04817.jpg;dataset_random/04817.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04482.jpg;dataset_random/04482.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05056.jpg;dataset_random/05056.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09823.jpg;dataset_random/09823.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00268.jpg;dataset_random/00268.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09929.jpg;dataset_random/09929.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08166.jpg;dataset_random/08166.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00347.jpg;dataset_random/00347.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07927.jpg;dataset_random/07927.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00973.jpg;dataset_random/00973.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06681.jpg;dataset_random/06681.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08605.jpg;dataset_random/08605.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07385.jpg;dataset_random/07385.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00512.jpg;dataset_random/00512.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04232.jpg;dataset_random/04232.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09071.jpg;dataset_random/09071.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06313.jpg;dataset_random/06313.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05848.jpg;dataset_random/05848.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08806.jpg;dataset_random/08806.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01915.jpg;dataset_random/01915.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01141.jpg;dataset_random/01141.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05777.jpg;dataset_random/05777.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02276.jpg;dataset_random/02276.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05116.jpg;dataset_random/05116.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01775.jpg;dataset_random/01775.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05949.jpg;dataset_random/05949.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02632.jpg;dataset_random/02632.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03339.jpg;dataset_random/03339.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05194.jpg;dataset_random/05194.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05599.jpg;dataset_random/05599.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01688.jpg;dataset_random/01688.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00571.jpg;dataset_random/00571.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04381.jpg;dataset_random/04381.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07972.jpg;dataset_random/07972.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00346.jpg;dataset_random/00346.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05383.jpg;dataset_random/05383.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05708.jpg;dataset_random/05708.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02321.jpg;dataset_random/02321.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08553.jpg;dataset_random/08553.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02881.jpg;dataset_random/02881.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06832.jpg;dataset_random/06832.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09218.jpg;dataset_random/09218.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08965.jpg;dataset_random/08965.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04953.jpg;dataset_random/04953.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09240.jpg;dataset_random/09240.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06060.jpg;dataset_random/06060.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02070.jpg;dataset_random/02070.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00980.jpg;dataset_random/00980.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08592.jpg;dataset_random/08592.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04767.jpg;dataset_random/04767.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07909.jpg;dataset_random/07909.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04877.jpg;dataset_random/04877.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01228.jpg;dataset_random/01228.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05367.jpg;dataset_random/05367.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07136.jpg;dataset_random/07136.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04072.jpg;dataset_random/04072.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05269.jpg;dataset_random/05269.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04495.jpg;dataset_random/04495.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01449.jpg;dataset_random/01449.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03414.jpg;dataset_random/03414.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06195.jpg;dataset_random/06195.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04659.jpg;dataset_random/04659.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05454.jpg;dataset_random/05454.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07633.jpg;dataset_random/07633.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00294.jpg;dataset_random/00294.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04011.jpg;dataset_random/04011.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07936.jpg;dataset_random/07936.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01368.jpg;dataset_random/01368.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06810.jpg;dataset_random/06810.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08085.jpg;dataset_random/08085.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01230.jpg;dataset_random/01230.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05490.jpg;dataset_random/05490.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04059.jpg;dataset_random/04059.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00032.jpg;dataset_random/00032.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01015.jpg;dataset_random/01015.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07006.jpg;dataset_random/07006.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09737.jpg;dataset_random/09737.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08810.jpg;dataset_random/08810.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08994.jpg;dataset_random/08994.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05778.jpg;dataset_random/05778.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07269.jpg;dataset_random/07269.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00568.jpg;dataset_random/00568.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04680.jpg;dataset_random/04680.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07816.jpg;dataset_random/07816.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04131.jpg;dataset_random/04131.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04639.jpg;dataset_random/04639.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07043.jpg;dataset_random/07043.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00813.jpg;dataset_random/00813.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06628.jpg;dataset_random/06628.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01037.jpg;dataset_random/01037.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01759.jpg;dataset_random/01759.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00366.jpg;dataset_random/00366.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08688.jpg;dataset_random/08688.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04929.jpg;dataset_random/04929.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00255.jpg;dataset_random/00255.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00631.jpg;dataset_random/00631.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07794.jpg;dataset_random/07794.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02336.jpg;dataset_random/02336.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01623.jpg;dataset_random/01623.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03171.jpg;dataset_random/03171.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02423.jpg;dataset_random/02423.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07475.jpg;dataset_random/07475.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00166.jpg;dataset_random/00166.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00693.jpg;dataset_random/00693.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05858.jpg;dataset_random/05858.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07637.jpg;dataset_random/07637.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00237.jpg;dataset_random/00237.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06905.jpg;dataset_random/06905.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07873.jpg;dataset_random/07873.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09281.jpg;dataset_random/09281.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06922.jpg;dataset_random/06922.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06395.jpg;dataset_random/06395.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00603.jpg;dataset_random/00603.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09767.jpg;dataset_random/09767.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07012.jpg;dataset_random/07012.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07970.jpg;dataset_random/07970.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08542.jpg;dataset_random/08542.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02486.jpg;dataset_random/02486.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03945.jpg;dataset_random/03945.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09443.jpg;dataset_random/09443.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04043.jpg;dataset_random/04043.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02291.jpg;dataset_random/02291.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03984.jpg;dataset_random/03984.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07455.jpg;dataset_random/07455.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03070.jpg;dataset_random/03070.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05901.jpg;dataset_random/05901.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03522.jpg;dataset_random/03522.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04874.jpg;dataset_random/04874.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02903.jpg;dataset_random/02903.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08361.jpg;dataset_random/08361.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06220.jpg;dataset_random/06220.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07058.jpg;dataset_random/07058.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09834.jpg;dataset_random/09834.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07790.jpg;dataset_random/07790.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08031.jpg;dataset_random/08031.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08341.jpg;dataset_random/08341.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01008.jpg;dataset_random/01008.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07810.jpg;dataset_random/07810.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08180.jpg;dataset_random/08180.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00849.jpg;dataset_random/00849.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07262.jpg;dataset_random/07262.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04590.jpg;dataset_random/04590.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09049.jpg;dataset_random/09049.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08623.jpg;dataset_random/08623.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07077.jpg;dataset_random/07077.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03751.jpg;dataset_random/03751.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07657.jpg;dataset_random/07657.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00524.jpg;dataset_random/00524.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03786.jpg;dataset_random/03786.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02022.jpg;dataset_random/02022.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09628.jpg;dataset_random/09628.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07298.jpg;dataset_random/07298.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09381.jpg;dataset_random/09381.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03717.jpg;dataset_random/03717.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04794.jpg;dataset_random/04794.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04871.jpg;dataset_random/04871.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01970.jpg;dataset_random/01970.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07634.jpg;dataset_random/07634.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06986.jpg;dataset_random/06986.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00277.jpg;dataset_random/00277.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00183.jpg;dataset_random/00183.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08419.jpg;dataset_random/08419.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06027.jpg;dataset_random/06027.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08852.jpg;dataset_random/08852.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02512.jpg;dataset_random/02512.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06344.jpg;dataset_random/06344.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06754.jpg;dataset_random/06754.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06959.jpg;dataset_random/06959.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02349.jpg;dataset_random/02349.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03787.jpg;dataset_random/03787.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09555.jpg;dataset_random/09555.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05938.jpg;dataset_random/05938.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03331.jpg;dataset_random/03331.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02940.jpg;dataset_random/02940.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00431.jpg;dataset_random/00431.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09333.jpg;dataset_random/09333.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06285.jpg;dataset_random/06285.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07210.jpg;dataset_random/07210.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03637.jpg;dataset_random/03637.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09631.jpg;dataset_random/09631.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02568.jpg;dataset_random/02568.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02426.jpg;dataset_random/02426.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02566.jpg;dataset_random/02566.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03299.jpg;dataset_random/03299.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01720.jpg;dataset_random/01720.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02971.jpg;dataset_random/02971.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00022.jpg;dataset_random/00022.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00914.jpg;dataset_random/00914.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09958.jpg;dataset_random/09958.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06062.jpg;dataset_random/06062.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00335.jpg;dataset_random/00335.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04792.jpg;dataset_random/04792.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07547.jpg;dataset_random/07547.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06962.jpg;dataset_random/06962.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08086.jpg;dataset_random/08086.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07023.jpg;dataset_random/07023.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01416.jpg;dataset_random/01416.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01539.jpg;dataset_random/01539.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01707.jpg;dataset_random/01707.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00502.jpg;dataset_random/00502.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07777.jpg;dataset_random/07777.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08695.jpg;dataset_random/08695.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08161.jpg;dataset_random/08161.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01256.jpg;dataset_random/01256.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00411.jpg;dataset_random/00411.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03072.jpg;dataset_random/03072.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03928.jpg;dataset_random/03928.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09587.jpg;dataset_random/09587.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03636.jpg;dataset_random/03636.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08412.jpg;dataset_random/08412.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04602.jpg;dataset_random/04602.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01947.jpg;dataset_random/01947.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03449.jpg;dataset_random/03449.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07435.jpg;dataset_random/07435.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08433.jpg;dataset_random/08433.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04167.jpg;dataset_random/04167.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03649.jpg;dataset_random/03649.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09799.jpg;dataset_random/09799.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08469.jpg;dataset_random/08469.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06507.jpg;dataset_random/06507.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09354.jpg;dataset_random/09354.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09134.jpg;dataset_random/09134.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00588.jpg;dataset_random/00588.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06459.jpg;dataset_random/06459.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07770.jpg;dataset_random/07770.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03115.jpg;dataset_random/03115.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06510.jpg;dataset_random/06510.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08335.jpg;dataset_random/08335.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06583.jpg;dataset_random/06583.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05712.jpg;dataset_random/05712.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06618.jpg;dataset_random/06618.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00045.jpg;dataset_random/00045.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01533.jpg;dataset_random/01533.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05852.jpg;dataset_random/05852.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06107.jpg;dataset_random/06107.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00918.jpg;dataset_random/00918.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04990.jpg;dataset_random/04990.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03711.jpg;dataset_random/03711.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08484.jpg;dataset_random/08484.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09792.jpg;dataset_random/09792.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04876.jpg;dataset_random/04876.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09853.jpg;dataset_random/09853.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02730.jpg;dataset_random/02730.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02052.jpg;dataset_random/02052.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09453.jpg;dataset_random/09453.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09705.jpg;dataset_random/09705.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00770.jpg;dataset_random/00770.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08230.jpg;dataset_random/08230.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04181.jpg;dataset_random/04181.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07748.jpg;dataset_random/07748.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02648.jpg;dataset_random/02648.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00154.jpg;dataset_random/00154.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07454.jpg;dataset_random/07454.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07471.jpg;dataset_random/07471.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00525.jpg;dataset_random/00525.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00601.jpg;dataset_random/00601.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07453.jpg;dataset_random/07453.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02163.jpg;dataset_random/02163.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05596.jpg;dataset_random/05596.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00318.jpg;dataset_random/00318.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02657.jpg;dataset_random/02657.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09963.jpg;dataset_random/09963.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09315.jpg;dataset_random/09315.jpg;cat
C:/Users/User/nuck figgers/dataset_random/04607.jpg;dataset_random/04607.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06291.jpg;dataset_random/06291.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05415.jpg;dataset_random/05415.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03777.jpg;dataset_random/03777.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09852.jpg;dataset_random/09852.jpg;cat
C:/Users/User/nuck figgers/dataset_random/02524.jpg;dataset_random/02524.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01883.jpg;dataset_random/01883.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00604.jpg;dataset_random/00604.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09795.jpg;dataset_random/09795.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08027.jpg;dataset_random/08027.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05605.jpg;dataset_random/05605.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07190.jpg;dataset_random/07190.jpg;cat
C:/Users/User/nuck figgers/dataset_random/06447.jpg;dataset_random/06447.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05459.jpg;dataset_random/05459.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03061.jpg;dataset_random/03061.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09506.jpg;dataset_random/09506.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03459.jpg;dataset_random/03459.jpg;cat
C:/Users/User/nuck figgers/dataset_random/00702.jpg;dataset_random/00702.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01600.jpg;dataset_random/01600.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08840.jpg;dataset_random/08840.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09948.jpg;dataset_random/09948.jpg;cat
C:/Users/User/nuck figgers/dataset_random/05553.jpg;dataset_random/05553.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03252.jpg;dataset_random/03252.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09465.jpg;dataset_random/09465.jpg;cat
C:/Users/User/nuck figgers/dataset_random/08665.jpg;dataset_random/08665.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03410.jpg;dataset_random/03410.jpg;cat
C:/Users/User/nuck figgers/dataset_random/03929.jpg;dataset_random/03929.jpg;cat
C:/Users/User/nuck figgers/dataset_random/07329.jpg;dataset_random/07329.jpg;cat
C:/Users/User/nuck figgers/dataset_random/09385.jpg;dataset_random/09385.jpg;cat
C:/Users/User/nuck figgers/dataset_random/01182.jpg;dataset_random/01182.jpg;cat
