The Absolute Way;Relative Way;Class
C:/Users/User/nuck figgers/another_dir\cat_0073.jpg;another_dir\cat_0073.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0074.jpg;another_dir\cat_0074.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0075.jpg;another_dir\cat_0075.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0076.jpg;another_dir\cat_0076.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0077.jpg;another_dir\cat_0077.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0078.jpg;another_dir\cat_0078.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0079.jpg;another_dir\cat_0079.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0080.jpg;another_dir\cat_0080.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0081.jpg;another_dir\cat_0081.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0082.jpg;another_dir\cat_0082.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0083.jpg;another_dir\cat_0083.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0084.jpg;another_dir\cat_0084.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0085.jpg;another_dir\cat_0085.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0086.jpg;another_dir\cat_0086.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0087.jpg;another_dir\cat_0087.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0088.jpg;another_dir\cat_0088.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0089.jpg;another_dir\cat_0089.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0090.jpg;another_dir\cat_0090.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0091.jpg;another_dir\cat_0091.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0092.jpg;another_dir\cat_0092.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0093.jpg;another_dir\cat_0093.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0094.jpg;another_dir\cat_0094.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0095.jpg;another_dir\cat_0095.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0096.jpg;another_dir\cat_0096.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0097.jpg;another_dir\cat_0097.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0098.jpg;another_dir\cat_0098.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0099.jpg;another_dir\cat_0099.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0100.jpg;another_dir\cat_0100.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0101.jpg;another_dir\cat_0101.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0102.jpg;another_dir\cat_0102.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0103.jpg;another_dir\cat_0103.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0104.jpg;another_dir\cat_0104.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0105.jpg;another_dir\cat_0105.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0106.jpg;another_dir\cat_0106.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0107.jpg;another_dir\cat_0107.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0108.jpg;another_dir\cat_0108.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0109.jpg;another_dir\cat_0109.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0110.jpg;another_dir\cat_0110.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0111.jpg;another_dir\cat_0111.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0112.jpg;another_dir\cat_0112.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0113.jpg;another_dir\cat_0113.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0114.jpg;another_dir\cat_0114.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0115.jpg;another_dir\cat_0115.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0116.jpg;another_dir\cat_0116.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0117.jpg;another_dir\cat_0117.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0118.jpg;another_dir\cat_0118.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0119.jpg;another_dir\cat_0119.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0120.jpg;another_dir\cat_0120.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0121.jpg;another_dir\cat_0121.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0122.jpg;another_dir\cat_0122.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0123.jpg;another_dir\cat_0123.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0124.jpg;another_dir\cat_0124.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0125.jpg;another_dir\cat_0125.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0126.jpg;another_dir\cat_0126.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0127.jpg;another_dir\cat_0127.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0128.jpg;another_dir\cat_0128.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0129.jpg;another_dir\cat_0129.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0130.jpg;another_dir\cat_0130.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0131.jpg;another_dir\cat_0131.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0132.jpg;another_dir\cat_0132.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0133.jpg;another_dir\cat_0133.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0134.jpg;another_dir\cat_0134.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0135.jpg;another_dir\cat_0135.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0136.jpg;another_dir\cat_0136.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0137.jpg;another_dir\cat_0137.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0138.jpg;another_dir\cat_0138.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0139.jpg;another_dir\cat_0139.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0140.jpg;another_dir\cat_0140.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0141.jpg;another_dir\cat_0141.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0142.jpg;another_dir\cat_0142.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0143.jpg;another_dir\cat_0143.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0144.jpg;another_dir\cat_0144.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0145.jpg;another_dir\cat_0145.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0146.jpg;another_dir\cat_0146.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0147.jpg;another_dir\cat_0147.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0148.jpg;another_dir\cat_0148.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0149.jpg;another_dir\cat_0149.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0150.jpg;another_dir\cat_0150.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0151.jpg;another_dir\cat_0151.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0152.jpg;another_dir\cat_0152.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0153.jpg;another_dir\cat_0153.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0154.jpg;another_dir\cat_0154.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0155.jpg;another_dir\cat_0155.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0156.jpg;another_dir\cat_0156.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0157.jpg;another_dir\cat_0157.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0158.jpg;another_dir\cat_0158.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0159.jpg;another_dir\cat_0159.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0160.jpg;another_dir\cat_0160.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0161.jpg;another_dir\cat_0161.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0162.jpg;another_dir\cat_0162.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0163.jpg;another_dir\cat_0163.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0164.jpg;another_dir\cat_0164.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0165.jpg;another_dir\cat_0165.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0166.jpg;another_dir\cat_0166.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0167.jpg;another_dir\cat_0167.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0168.jpg;another_dir\cat_0168.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0169.jpg;another_dir\cat_0169.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0170.jpg;another_dir\cat_0170.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0171.jpg;another_dir\cat_0171.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0172.jpg;another_dir\cat_0172.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0173.jpg;another_dir\cat_0173.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0174.jpg;another_dir\cat_0174.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0175.jpg;another_dir\cat_0175.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0176.jpg;another_dir\cat_0176.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0177.jpg;another_dir\cat_0177.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0178.jpg;another_dir\cat_0178.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0179.jpg;another_dir\cat_0179.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0180.jpg;another_dir\cat_0180.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0181.jpg;another_dir\cat_0181.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0182.jpg;another_dir\cat_0182.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0183.jpg;another_dir\cat_0183.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0184.jpg;another_dir\cat_0184.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0185.jpg;another_dir\cat_0185.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0186.jpg;another_dir\cat_0186.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0187.jpg;another_dir\cat_0187.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0188.jpg;another_dir\cat_0188.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0189.jpg;another_dir\cat_0189.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0190.jpg;another_dir\cat_0190.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0191.jpg;another_dir\cat_0191.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0192.jpg;another_dir\cat_0192.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0193.jpg;another_dir\cat_0193.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0194.jpg;another_dir\cat_0194.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0195.jpg;another_dir\cat_0195.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0196.jpg;another_dir\cat_0196.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0197.jpg;another_dir\cat_0197.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0198.jpg;another_dir\cat_0198.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0199.jpg;another_dir\cat_0199.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0200.jpg;another_dir\cat_0200.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0201.jpg;another_dir\cat_0201.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0202.jpg;another_dir\cat_0202.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0203.jpg;another_dir\cat_0203.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0204.jpg;another_dir\cat_0204.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0205.jpg;another_dir\cat_0205.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0206.jpg;another_dir\cat_0206.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0207.jpg;another_dir\cat_0207.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0208.jpg;another_dir\cat_0208.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0209.jpg;another_dir\cat_0209.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0210.jpg;another_dir\cat_0210.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0211.jpg;another_dir\cat_0211.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0212.jpg;another_dir\cat_0212.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0213.jpg;another_dir\cat_0213.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0214.jpg;another_dir\cat_0214.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0215.jpg;another_dir\cat_0215.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0216.jpg;another_dir\cat_0216.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0217.jpg;another_dir\cat_0217.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0218.jpg;another_dir\cat_0218.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0219.jpg;another_dir\cat_0219.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0220.jpg;another_dir\cat_0220.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0221.jpg;another_dir\cat_0221.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0222.jpg;another_dir\cat_0222.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0223.jpg;another_dir\cat_0223.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0224.jpg;another_dir\cat_0224.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0225.jpg;another_dir\cat_0225.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0226.jpg;another_dir\cat_0226.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0227.jpg;another_dir\cat_0227.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0228.jpg;another_dir\cat_0228.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0229.jpg;another_dir\cat_0229.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0230.jpg;another_dir\cat_0230.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0231.jpg;another_dir\cat_0231.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0232.jpg;another_dir\cat_0232.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0233.jpg;another_dir\cat_0233.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0234.jpg;another_dir\cat_0234.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0235.jpg;another_dir\cat_0235.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0236.jpg;another_dir\cat_0236.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0237.jpg;another_dir\cat_0237.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0238.jpg;another_dir\cat_0238.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0239.jpg;another_dir\cat_0239.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0240.jpg;another_dir\cat_0240.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0241.jpg;another_dir\cat_0241.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0242.jpg;another_dir\cat_0242.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0243.jpg;another_dir\cat_0243.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0244.jpg;another_dir\cat_0244.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0245.jpg;another_dir\cat_0245.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0246.jpg;another_dir\cat_0246.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0247.jpg;another_dir\cat_0247.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0248.jpg;another_dir\cat_0248.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0249.jpg;another_dir\cat_0249.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0250.jpg;another_dir\cat_0250.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0251.jpg;another_dir\cat_0251.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0252.jpg;another_dir\cat_0252.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0253.jpg;another_dir\cat_0253.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0254.jpg;another_dir\cat_0254.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0255.jpg;another_dir\cat_0255.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0256.jpg;another_dir\cat_0256.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0257.jpg;another_dir\cat_0257.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0258.jpg;another_dir\cat_0258.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0259.jpg;another_dir\cat_0259.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0260.jpg;another_dir\cat_0260.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0261.jpg;another_dir\cat_0261.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0262.jpg;another_dir\cat_0262.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0263.jpg;another_dir\cat_0263.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0264.jpg;another_dir\cat_0264.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0265.jpg;another_dir\cat_0265.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0266.jpg;another_dir\cat_0266.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0267.jpg;another_dir\cat_0267.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0268.jpg;another_dir\cat_0268.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0269.jpg;another_dir\cat_0269.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0270.jpg;another_dir\cat_0270.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0271.jpg;another_dir\cat_0271.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0272.jpg;another_dir\cat_0272.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0273.jpg;another_dir\cat_0273.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0274.jpg;another_dir\cat_0274.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0275.jpg;another_dir\cat_0275.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0276.jpg;another_dir\cat_0276.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0277.jpg;another_dir\cat_0277.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0278.jpg;another_dir\cat_0278.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0279.jpg;another_dir\cat_0279.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0280.jpg;another_dir\cat_0280.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0281.jpg;another_dir\cat_0281.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0282.jpg;another_dir\cat_0282.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0283.jpg;another_dir\cat_0283.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0284.jpg;another_dir\cat_0284.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0285.jpg;another_dir\cat_0285.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0286.jpg;another_dir\cat_0286.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0287.jpg;another_dir\cat_0287.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0288.jpg;another_dir\cat_0288.jpg;cat
C:/Users/User/nuck figgers/another_dir\cat_0289.jpg;another_dir\cat_0289.jpg;cat
